room	start	duration	status
corridor	2024-11-17 00:58:23	0.0	Normal
entrance	2024-11-17 00:58:39	0.0	Normal
corridor	2024-11-17 00:58:39	0.0	Normal
entrance	2024-11-17 00:58:44	0.0	Normal
corridor	2024-11-17 00:58:44	0.0	Normal
entrance	2024-11-17 00:58:53	0.0	Normal
corridor	2024-11-17 00:58:53	4.0	Normal
entrance	2024-11-17 00:58:57	12.0	Emergency
corridor	2024-11-17 00:59:09	0.0	Normal
entrance	2024-11-17 00:59:16	0.0	Normal
corridor	2024-11-17 00:59:16	7.0	Emergency
entrance	2024-11-17 00:59:23	6.0	Emergency
corridor	2024-11-17 00:59:29	0.0	Normal
entrance	2024-11-17 00:59:36	0.0	Normal
corridor	2024-11-17 00:59:36	0.0	Normal
entrance	2024-11-17 00:59:40	0.0	Normal
corridor	2024-11-17 00:59:40	13.0	Emergency
entrance	2024-11-17 00:59:53	0.0	Normal
corridor	2024-11-17 00:59:57	0.0	Normal
entrance	2024-11-17 00:59:57	7.0	Emergency
corridor	2024-11-17 01:00:04	7.0	Emergency
entrance	2024-11-17 01:00:11	0.0	Normal
corridor	2024-11-17 01:00:23	0.0	Normal
entrance	2024-11-17 01:00:24	5.0	Emergency
corridor	2024-11-17 01:00:29	0.0	Normal
entrance	2024-11-17 01:00:38	0.0	Normal
corridor	2024-11-17 01:00:38	0.0	Normal
entrance	2024-11-17 01:00:43	0.0	Normal
corridor	2024-11-17 01:00:43	0.0	Normal
entrance	2024-11-17 01:00:53	0.0	Normal
corridor	2024-11-17 01:00:53	0.0	Normal
entrance	2024-11-17 01:01:00	0.0	Normal
corridor	2024-11-17 01:01:00	0.0	Normal
entrance	2024-11-17 01:01:08	0.0	Normal
corridor	2024-11-17 01:01:08	0.0	Normal
entrance	2024-11-17 01:01:15	0.0	Normal
corridor	2024-11-17 01:01:15	0.0	Normal
entrance	2024-11-17 01:01:23	0.0	Normal
corridor	2024-11-17 01:01:23	0.0	Normal
entrance	2024-11-17 01:01:30	0.0	Normal
corridor	2024-11-17 01:01:30	9.0	Emergency
entrance	2024-11-17 01:01:39	0.0	Normal
corridor	2024-11-17 01:01:54	0.0	Normal
entrance	2024-11-17 01:01:54	11.0	Emergency
corridor	2024-11-17 01:02:05	4.0	Normal
entrance	2024-11-17 01:02:09	0.0	Normal
corridor	2024-11-17 01:02:23	0.0	Normal
entrance	2024-11-17 01:02:23	5.0	Emergency
corridor	2024-11-17 01:02:28	4.0	Normal
entrance	2024-11-17 01:02:32	0.0	Normal
corridor	2024-11-17 01:02:42	0.0	Normal
entrance	2024-11-17 01:02:42	10.0	Emergency
corridor	2024-11-17 01:02:52	15.0	Emergency
entrance	2024-11-17 01:03:07	0.0	Normal
corridor	2024-11-17 01:03:16	0.0	Normal
entrance	2024-11-17 01:03:16	0.0	Normal
corridor	2024-11-17 01:03:27	0.0	Normal
entrance	2024-11-17 01:03:27	0.0	Normal
corridor	2024-11-17 01:03:38	0.0	Normal
entrance	2024-11-17 01:03:38	0.0	Normal
corridor	2024-11-17 01:03:45	0.0	Normal
entrance	2024-11-17 01:03:45	0.0	Normal
corridor	2024-11-17 01:03:53	0.0	Normal
entrance	2024-11-17 01:03:53	13.0	Emergency
corridor	2024-11-17 01:04:06	7.0	Emergency
entrance	2024-11-17 01:04:13	0.0	Normal
corridor	2024-11-17 01:04:21	0.0	Normal
entrance	2024-11-17 01:04:21	8.0	Emergency
corridor	2024-11-17 01:04:29	9.0	Emergency
entrance	2024-11-17 01:04:38	0.0	Normal
corridor	2024-11-17 01:04:42	0.0	Normal
entrance	2024-11-17 01:04:42	0.0	Normal
corridor	2024-11-17 01:04:53	0.0	Normal
entrance	2024-11-17 01:04:53	0.0	Normal
corridor	2024-11-17 01:05:01	0.0	Normal
entrance	2024-11-17 01:05:01	0.0	Normal
corridor	2024-11-17 01:05:05	0.0	Normal
entrance	2024-11-17 01:05:05	0.0	Normal
corridor	2024-11-17 01:05:13	0.0	Normal
entrance	2024-11-17 01:05:13	0.0	Normal
corridor	2024-11-17 01:05:23	0.0	Normal
entrance	2024-11-17 01:05:23	20.0	Emergency
corridor	2024-11-17 01:05:43	4.0	Normal
entrance	2024-11-17 01:05:47	0.0	Normal
corridor	2024-11-17 01:05:59	0.0	Normal
entrance	2024-11-17 01:05:59	7.0	Emergency
corridor	2024-11-17 01:06:06	4.0	Normal
entrance	2024-11-17 01:06:10	0.0	Normal
corridor	2024-11-17 01:06:23	0.0	Normal
entrance	2024-11-17 01:06:23	0.0	Normal
corridor	2024-11-17 01:06:30	0.0	Normal
entrance	2024-11-17 01:06:30	0.0	Normal
corridor	2024-11-17 01:06:40	0.0	Normal
entrance	2024-11-17 01:06:40	13.0	Emergency
corridor	2024-11-17 01:06:53	4.0	Normal
entrance	2024-11-17 01:06:57	0.0	Normal
corridor	2024-11-17 01:07:08	0.0	Normal
entrance	2024-11-17 01:07:08	6.0	Emergency
corridor	2024-11-17 01:07:14	9.0	Emergency
entrance	2024-11-17 01:07:23	14.0	Emergency
corridor	2024-11-17 01:07:37	7.0	Emergency
entrance	2024-11-17 01:07:44	0.0	Normal
corridor	2024-11-17 01:07:52	0.0	Normal
entrance	2024-11-17 01:07:52	0.0	Normal
corridor	2024-11-17 01:08:05	0.0	Normal
entrance	2024-11-17 01:08:05	6.0	Emergency
corridor	2024-11-17 01:08:11	0.0	Normal
entrance	2024-11-17 01:08:18	0.0	Normal
corridor	2024-11-17 01:08:18	10.0	Emergency
entrance	2024-11-17 01:08:28	10.0	Emergency
corridor	2024-11-17 01:08:38	4.0	Normal
entrance	2024-11-17 01:08:42	0.0	Normal
corridor	2024-11-17 01:08:53	0.0	Normal
entrance	2024-11-17 01:08:53	0.0	Normal
corridor	2024-11-17 01:09:00	0.0	Normal
entrance	2024-11-17 01:09:00	13.0	Emergency
corridor	2024-11-17 01:09:13	0.0	Normal
entrance	2024-11-17 01:09:23	0.0	Normal
corridor	2024-11-17 01:09:23	4.0	Normal
entrance	2024-11-17 01:09:27	0.0	Normal
corridor	2024-11-17 01:09:34	0.0	Normal
entrance	2024-11-17 01:09:34	10.0	Emergency
corridor	2024-11-17 01:09:44	0.0	Normal
entrance	2024-11-17 01:09:53	0.0	Normal
corridor	2024-11-17 01:09:53	0.0	Normal
entrance	2024-11-17 01:10:00	0.0	Normal
corridor	2024-11-17 01:10:00	0.0	Normal
entrance	2024-11-17 01:10:07	0.0	Normal
corridor	2024-11-17 01:10:07	0.0	Normal
entrance	2024-11-17 01:10:14	0.0	Normal
corridor	2024-11-17 01:10:14	0.0	Normal
entrance	2024-11-17 01:10:23	0.0	Normal
corridor	2024-11-17 01:10:23	6.0	Emergency
entrance	2024-11-17 01:10:29	8.0	Emergency
corridor	2024-11-17 01:10:37	6.0	Emergency
entrance	2024-11-17 01:10:43	0.0	Normal
corridor	2024-11-17 01:10:53	0.0	Normal
entrance	2024-11-17 01:10:53	0.0	Normal
corridor	2024-11-17 01:10:59	0.0	Normal
entrance	2024-11-17 01:10:59	0.0	Normal
corridor	2024-11-17 01:11:07	0.0	Normal
entrance	2024-11-17 01:11:07	0.0	Normal
corridor	2024-11-17 01:11:13	0.0	Normal
entrance	2024-11-17 01:11:13	9.0	Emergency
corridor	2024-11-17 01:11:22	0.0	Normal
entrance	2024-11-17 01:11:28	0.0	Normal
corridor	2024-11-17 01:11:28	0.0	Normal
entrance	2024-11-17 01:11:38	0.0	Normal
corridor	2024-11-17 01:11:38	0.0	Normal
entrance	2024-11-17 01:11:46	0.0	Normal
corridor	2024-11-17 01:11:46	0.0	Normal
entrance	2024-11-17 01:11:54	0.0	Normal
corridor	2024-11-17 01:11:54	8.0	Emergency
entrance	2024-11-17 01:12:02	8.0	Emergency
corridor	2024-11-17 01:12:10	0.0	Normal
entrance	2024-11-17 01:12:23	0.0	Normal
corridor	2024-11-17 01:12:23	0.0	Normal
entrance	2024-11-17 01:12:38	0.0	Normal
corridor	2024-11-17 01:12:38	8.0	Emergency
entrance	2024-11-17 01:12:46	8.0	Emergency
corridor	2024-11-17 01:12:54	0.0	Normal
entrance	2024-11-17 01:13:07	0.0	Normal
corridor	2024-11-17 01:13:07	4.0	Normal
entrance	2024-11-17 01:13:11	8.0	Emergency
corridor	2024-11-17 01:13:19	0.0	Normal
entrance	2024-11-17 01:13:30	0.0	Normal
corridor	2024-11-17 01:13:30	9.0	Emergency
entrance	2024-11-17 01:13:39	0.0	Normal
corridor	2024-11-17 01:13:46	0.0	Normal
entrance	2024-11-17 01:13:46	0.0	Normal
corridor	2024-11-17 01:13:55	0.0	Normal
entrance	2024-11-17 01:13:55	0.0	Normal
corridor	2024-11-17 01:14:08	0.0	Normal
entrance	2024-11-17 01:14:08	7.0	Emergency
corridor	2024-11-17 01:14:15	10.0	Emergency
entrance	2024-11-17 01:14:25	4.0	Normal
corridor	2024-11-17 01:14:29	0.0	Normal
entrance	2024-11-17 01:14:39	0.0	Normal
corridor	2024-11-17 01:14:39	15.0	Emergency
entrance	2024-11-17 01:14:54	0.0	Normal
corridor	2024-11-17 01:15:00	0.0	Normal
entrance	2024-11-17 01:15:00	10.0	Emergency
corridor	2024-11-17 01:15:10	0.0	Normal
entrance	2024-11-17 01:15:23	0.0	Normal
corridor	2024-11-17 01:15:23	11.0	Emergency
entrance	2024-11-17 01:15:34	6.0	Emergency
corridor	2024-11-17 01:15:40	8.0	Emergency
entrance	2024-11-17 01:15:48	0.0	Normal
corridor	2024-11-17 01:15:52	0.0	Normal
entrance	2024-11-17 01:15:52	0.0	Normal
corridor	2024-11-17 01:16:04	0.0	Normal
entrance	2024-11-17 01:16:05	5.0	Emergency
corridor	2024-11-17 01:16:10	0.0	Normal
entrance	2024-11-17 01:16:20	0.0	Normal
corridor	2024-11-17 01:16:20	0.0	Normal
entrance	2024-11-17 01:16:24	0.0	Normal
corridor	2024-11-17 01:16:24	0.0	Normal
entrance	2024-11-17 01:16:31	0.0	Normal
corridor	2024-11-17 01:16:31	0.0	Normal
entrance	2024-11-17 01:16:44	0.0	Normal
corridor	2024-11-17 01:16:44	0.0	Normal
entrance	2024-11-17 01:16:50	0.0	Normal
corridor	2024-11-17 01:16:50	0.0	Normal
entrance	2024-11-17 01:16:55	0.0	Normal
corridor	2024-11-17 01:16:55	0.0	Normal
entrance	2024-11-17 01:17:03	0.0	Normal
corridor	2024-11-17 01:17:03	0.0	Normal
entrance	2024-11-17 01:17:09	0.0	Normal
corridor	2024-11-17 01:17:09	0.0	Normal
entrance	2024-11-17 01:17:23	0.0	Normal
corridor	2024-11-17 01:17:23	0.0	Normal
entrance	2024-11-17 01:17:41	0.0	Normal
corridor	2024-11-17 01:17:41	0.0	Normal
entrance	2024-11-17 01:17:50	0.0	Normal
corridor	2024-11-17 01:17:50	0.0	Normal
entrance	2024-11-17 01:17:54	0.0	Normal
corridor	2024-11-17 01:17:54	0.0	Normal
entrance	2024-11-17 01:18:01	0.0	Normal
corridor	2024-11-17 01:18:01	0.0	Normal
entrance	2024-11-17 01:18:13	0.0	Normal
corridor	2024-11-17 01:18:13	0.0	Normal
entrance	2024-11-17 01:18:19	0.0	Normal
corridor	2024-11-17 01:18:19	0.0	Normal
entrance	2024-11-17 01:18:26	0.0	Normal
corridor	2024-11-17 01:18:26	0.0	Normal
entrance	2024-11-17 01:18:30	0.0	Normal
corridor	2024-11-17 01:18:30	0.0	Normal
entrance	2024-11-17 01:18:40	0.0	Normal
corridor	2024-11-17 01:18:40	0.0	Normal
entrance	2024-11-17 01:18:48	0.0	Normal
corridor	2024-11-17 01:18:48	0.0	Normal
entrance	2024-11-17 01:18:52	0.0	Normal
corridor	2024-11-17 01:18:52	0.0	Normal
entrance	2024-11-17 01:18:57	0.0	Normal
corridor	2024-11-17 01:18:57	0.0	Normal
entrance	2024-11-17 01:19:01	0.0	Normal
corridor	2024-11-17 01:19:01	0.0	Normal
entrance	2024-11-17 01:19:07	0.0	Normal
corridor	2024-11-17 01:19:07	0.0	Normal
entrance	2024-11-17 01:19:15	0.0	Normal
corridor	2024-11-17 01:19:15	0.0	Normal
entrance	2024-11-17 01:19:19	0.0	Normal
corridor	2024-11-17 01:19:19	7.0	Emergency
entrance	2024-11-17 01:19:26	11.0	Emergency
corridor	2024-11-17 01:19:37	8.0	Emergency
entrance	2024-11-17 01:19:45	7.0	Emergency
corridor	2024-11-17 01:19:52	0.0	Normal
entrance	2024-11-17 01:20:03	0.0	Normal
corridor	2024-11-17 01:20:03	0.0	Normal
entrance	2024-11-17 01:20:09	0.0	Normal
corridor	2024-11-17 01:20:09	10.0	Emergency
entrance	2024-11-17 01:20:19	6.0	Emergency
corridor	2024-11-17 01:20:25	0.0	Normal
entrance	2024-11-17 01:20:29	0.0	Normal
corridor	2024-11-17 01:20:29	0.0	Normal
entrance	2024-11-17 01:20:38	0.0	Normal
corridor	2024-11-17 01:20:38	0.0	Normal
entrance	2024-11-17 01:20:44	0.0	Normal
corridor	2024-11-17 01:20:44	0.0	Normal
entrance	2024-11-17 01:20:51	0.0	Normal
corridor	2024-11-17 01:20:51	0.0	Normal
entrance	2024-11-17 01:20:58	0.0	Normal
corridor	2024-11-17 01:20:58	6.0	Emergency
entrance	2024-11-17 01:21:04	7.0	Emergency
corridor	2024-11-17 01:21:11	0.0	Normal
entrance	2024-11-17 01:21:20	0.0	Normal
corridor	2024-11-17 01:21:20	0.0	Normal
entrance	2024-11-17 01:21:24	0.0	Normal
corridor	2024-11-17 01:21:24	0.0	Normal
entrance	2024-11-17 01:21:29	0.0	Normal
corridor	2024-11-17 01:21:29	0.0	Normal
entrance	2024-11-17 01:21:37	0.0	Normal
corridor	2024-11-17 01:21:37	6.0	Emergency
entrance	2024-11-17 01:21:43	0.0	Normal
corridor	2024-11-17 01:21:47	0.0	Normal
entrance	2024-11-17 01:21:47	7.0	Emergency
corridor	2024-11-17 01:21:54	0.0	Normal
entrance	2024-11-17 01:22:00	0.0	Normal
corridor	2024-11-17 01:22:00	9.0	Emergency
entrance	2024-11-17 01:22:09	0.0	Normal
corridor	2024-11-17 01:22:13	0.0	Normal
entrance	2024-11-17 01:22:13	0.0	Normal
corridor	2024-11-17 01:22:22	0.0	Normal
entrance	2024-11-17 01:22:22	6.0	Emergency
corridor	2024-11-17 01:22:28	0.0	Normal
entrance	2024-11-17 01:22:33	0.0	Normal
corridor	2024-11-17 01:22:33	4.0	Normal
entrance	2024-11-17 01:22:37	0.0	Normal
corridor	2024-11-17 01:22:46	0.0	Normal
entrance	2024-11-17 01:22:46	0.0	Normal
corridor	2024-11-17 01:22:54	0.0	Normal
entrance	2024-11-17 01:22:54	0.0	Normal
corridor	2024-11-17 01:23:01	0.0	Normal
entrance	2024-11-17 01:23:01	0.0	Normal
corridor	2024-11-17 01:23:11	0.0	Normal
entrance	2024-11-17 01:23:11	0.0	Normal
corridor	2024-11-17 01:23:18	0.0	Normal
entrance	2024-11-17 01:23:18	5.0	Emergency
corridor	2024-11-17 01:23:23	0.0	Normal
entrance	2024-11-17 01:23:32	0.0	Normal
corridor	2024-11-17 01:23:32	6.0	Emergency
entrance	2024-11-17 01:23:38	11.0	Emergency
corridor	2024-11-17 01:23:49	8.0	Emergency
entrance	2024-11-17 01:23:57	7.0	Emergency
corridor	2024-11-17 01:24:04	0.0	Normal
entrance	2024-11-17 01:24:10	0.0	Normal
corridor	2024-11-17 01:24:10	0.0	Normal
entrance	2024-11-17 01:24:21	0.0	Normal
corridor	2024-11-17 01:24:21	0.0	Normal
entrance	2024-11-17 01:24:25	0.0	Normal
corridor	2024-11-17 01:24:25	0.0	Normal
entrance	2024-11-17 01:24:33	0.0	Normal
corridor	2024-11-17 01:24:33	0.0	Normal
entrance	2024-11-17 01:24:42	0.0	Normal
corridor	2024-11-17 01:24:42	0.0	Normal
entrance	2024-11-17 01:24:50	0.0	Normal
corridor	2024-11-17 01:24:50	0.0	Normal
entrance	2024-11-17 01:24:58	0.0	Normal
corridor	2024-11-17 01:24:58	0.0	Normal
entrance	2024-11-17 01:25:02	0.0	Normal
corridor	2024-11-17 01:25:02	0.0	Normal
entrance	2024-11-17 01:25:11	0.0	Normal
corridor	2024-11-17 01:25:11	0.0	Normal
entrance	2024-11-17 01:25:22	0.0	Normal
corridor	2024-11-17 01:25:22	4.0	Normal
entrance	2024-11-17 01:25:26	0.0	Normal
corridor	2024-11-17 01:25:36	0.0	Normal
entrance	2024-11-17 01:25:36	0.0	Normal
corridor	2024-11-17 01:25:40	0.0	Normal
entrance	2024-11-17 01:25:40	10.0	Emergency
corridor	2024-11-17 01:25:50	0.0	Normal
entrance	2024-11-17 01:25:54	0.0	Normal
corridor	2024-11-17 01:25:54	7.0	Emergency
entrance	2024-11-17 01:26:01	0.0	Normal
corridor	2024-11-17 01:26:08	0.0	Normal
entrance	2024-11-17 01:26:08	0.0	Normal
corridor	2024-11-17 01:26:14	0.0	Normal
entrance	2024-11-17 01:26:14	0.0	Normal
corridor	2024-11-17 01:26:18	0.0	Normal
entrance	2024-11-17 01:26:18	0.0	Normal
corridor	2024-11-17 01:26:23	0.0	Normal
entrance	2024-11-17 01:26:23	5.0	Emergency
corridor	2024-11-17 01:26:28	0.0	Normal
entrance	2024-11-17 01:26:38	0.0	Normal
corridor	2024-11-17 01:26:38	6.0	Emergency
entrance	2024-11-17 01:26:44	0.0	Normal
corridor	2024-11-17 01:26:48	0.0	Normal
entrance	2024-11-17 01:26:48	0.0	Normal
corridor	2024-11-17 01:26:53	0.0	Normal
entrance	2024-11-17 01:26:53	11.0	Emergency
corridor	2024-11-17 01:27:04	0.0	Normal
entrance	2024-11-17 01:27:12	0.0	Normal
corridor	2024-11-17 01:27:12	0.0	Normal
entrance	2024-11-17 01:27:16	0.0	Normal
corridor	2024-11-17 01:27:16	0.0	Normal
entrance	2024-11-17 01:27:23	0.0	Normal
corridor	2024-11-17 01:27:23	4.0	Normal
entrance	2024-11-17 01:27:27	6.0	Emergency
corridor	2024-11-17 01:27:33	0.0	Normal
entrance	2024-11-17 01:27:43	0.0	Normal
corridor	2024-11-17 01:27:43	0.0	Normal
entrance	2024-11-17 01:27:47	0.0	Normal
corridor	2024-11-17 01:27:47	10.0	Emergency
entrance	2024-11-17 01:27:57	0.0	Normal
corridor	2024-11-17 01:28:03	0.0	Normal
entrance	2024-11-17 01:28:03	4.0	Normal
corridor	2024-11-17 01:28:07	9.0	Emergency
entrance	2024-11-17 01:28:16	6.0	Emergency
corridor	2024-11-17 01:28:22	8.0	Emergency
entrance	2024-11-17 01:28:30	0.0	Normal
corridor	2024-11-17 01:28:34	0.0	Normal
entrance	2024-11-17 01:28:34	10.0	Emergency
corridor	2024-11-17 01:28:44	6.0	Emergency
entrance	2024-11-17 01:28:50	0.0	Normal
corridor	2024-11-17 01:28:56	0.0	Normal
entrance	2024-11-17 01:28:56	0.0	Normal
corridor	2024-11-17 01:29:00	0.0	Normal
entrance	2024-11-17 01:29:00	6.0	Emergency
corridor	2024-11-17 01:29:06	0.0	Normal
entrance	2024-11-17 01:29:15	0.0	Normal
corridor	2024-11-17 01:29:15	6.0	Emergency
entrance	2024-11-17 01:29:21	0.0	Normal
corridor	2024-11-17 01:29:27	0.0	Normal
entrance	2024-11-17 01:29:27	0.0	Normal
corridor	2024-11-17 01:29:35	0.0	Normal
entrance	2024-11-17 01:29:35	10.0	Emergency
corridor	2024-11-17 01:29:45	6.0	Emergency
entrance	2024-11-17 01:29:51	4.0	Normal
corridor	2024-11-17 01:29:55	0.0	Normal
entrance	2024-11-17 01:30:01	0.0	Normal
corridor	2024-11-17 01:30:01	5.0	Emergency
entrance	2024-11-17 01:30:06	6.0	Emergency
corridor	2024-11-17 01:30:12	6.0	Emergency
entrance	2024-11-17 01:30:18	0.0	Normal
corridor	2024-11-17 01:30:26	0.0	Normal
entrance	2024-11-17 01:30:26	0.0	Normal
corridor	2024-11-17 01:30:35	0.0	Normal
entrance	2024-11-17 01:30:35	6.0	Emergency
corridor	2024-11-17 01:30:41	0.0	Normal
entrance	2024-11-17 01:30:45	0.0	Normal
corridor	2024-11-17 01:30:45	7.0	Emergency
entrance	2024-11-17 01:30:53	11.0	Emergency
corridor	2024-11-17 01:31:04	8.0	Emergency
entrance	2024-11-17 01:31:12	4.0	Normal
corridor	2024-11-17 01:31:16	0.0	Normal
entrance	2024-11-17 01:31:23	0.0	Normal
corridor	2024-11-17 01:31:23	0.0	Normal
entrance	2024-11-17 01:31:29	0.0	Normal
corridor	2024-11-17 01:31:29	0.0	Normal
entrance	2024-11-17 01:31:33	0.0	Normal
corridor	2024-11-17 01:31:33	10.0	Emergency
entrance	2024-11-17 01:31:43	0.0	Normal
corridor	2024-11-17 01:31:49	0.0	Normal
entrance	2024-11-17 01:31:49	0.0	Normal
corridor	2024-11-17 01:31:53	0.0	Normal
entrance	2024-11-17 01:31:53	0.0	Normal
corridor	2024-11-17 01:32:01	0.0	Normal
entrance	2024-11-17 01:32:01	0.0	Normal
corridor	2024-11-17 01:32:08	0.0	Normal
entrance	2024-11-17 01:32:09	0.0	Normal
corridor	2024-11-17 01:32:14	0.0	Normal
entrance	2024-11-17 01:32:14	0.0	Normal
corridor	2024-11-17 01:32:26	0.0	Normal
entrance	2024-11-17 01:32:26	0.0	Normal
corridor	2024-11-17 01:32:34	0.0	Normal
entrance	2024-11-17 01:32:34	8.0	Emergency
corridor	2024-11-17 01:32:42	6.0	Emergency
entrance	2024-11-17 01:32:48	6.0	Emergency
corridor	2024-11-17 01:32:54	0.0	Normal
entrance	2024-11-17 01:32:58	0.0	Normal
corridor	2024-11-17 01:32:58	0.0	Normal
entrance	2024-11-17 01:33:05	0.0	Normal
corridor	2024-11-17 01:33:05	0.0	Normal
entrance	2024-11-17 01:33:11	0.0	Normal
corridor	2024-11-17 01:33:11	4.0	Normal
entrance	2024-11-17 01:33:15	7.0	Emergency
corridor	2024-11-17 01:33:22	0.0	Normal
entrance	2024-11-17 01:33:33	0.0	Normal
corridor	2024-11-17 01:33:33	6.0	Emergency
entrance	2024-11-17 01:33:39	6.0	Emergency
corridor	2024-11-17 01:33:45	6.0	Emergency
entrance	2024-11-17 01:33:52	5.0	Emergency
corridor	2024-11-17 01:33:57	0.0	Normal
entrance	2024-11-17 01:34:06	0.0	Normal
corridor	2024-11-17 01:34:06	6.0	Emergency
entrance	2024-11-17 01:34:12	6.0	Emergency
corridor	2024-11-17 01:34:18	0.0	Normal
entrance	2024-11-17 01:34:32	0.0	Normal
corridor	2024-11-17 01:34:32	4.0	Normal
entrance	2024-11-17 01:34:36	8.0	Emergency
corridor	2024-11-17 01:34:44	8.0	Emergency
entrance	2024-11-17 01:34:52	0.0	Normal
corridor	2024-11-17 01:35:01	0.0	Normal
entrance	2024-11-17 01:35:01	0.0	Normal
corridor	2024-11-17 01:35:05	0.0	Normal
entrance	2024-11-17 01:35:05	5.0	Emergency
corridor	2024-11-17 01:35:10	7.0	Emergency
entrance	2024-11-17 01:35:17	0.0	Normal
corridor	2024-11-17 01:35:24	0.0	Normal
entrance	2024-11-17 01:35:24	0.0	Normal
corridor	2024-11-17 01:35:35	0.0	Normal
entrance	2024-11-17 01:35:35	8.0	Emergency
corridor	2024-11-17 01:35:43	8.0	Emergency
entrance	2024-11-17 01:35:52	0.0	Normal
corridor	2024-11-17 01:35:57	0.0	Normal
entrance	2024-11-17 01:35:58	0.0	Normal
corridor	2024-11-17 01:36:01	0.0	Normal
entrance	2024-11-17 01:36:02	9.0	Emergency
corridor	2024-11-17 01:36:11	4.0	Normal
entrance	2024-11-17 01:36:15	0.0	Normal
corridor	2024-11-17 01:36:26	0.0	Normal
entrance	2024-11-17 01:36:26	0.0	Normal
corridor	2024-11-17 01:36:35	0.0	Normal
entrance	2024-11-17 01:36:35	5.0	Emergency
corridor	2024-11-17 01:36:40	0.0	Normal
entrance	2024-11-17 01:36:49	0.0	Normal
corridor	2024-11-17 01:36:49	6.0	Emergency
entrance	2024-11-17 01:36:55	4.0	Normal
corridor	2024-11-17 01:36:59	0.0	Normal
entrance	2024-11-17 01:37:05	0.0	Normal
corridor	2024-11-17 01:37:05	9.0	Emergency
entrance	2024-11-17 01:37:14	4.0	Normal
corridor	2024-11-17 01:37:18	7.0	Emergency
entrance	2024-11-17 01:37:26	0.0	Normal
corridor	2024-11-17 01:37:36	0.0	Normal
entrance	2024-11-17 01:37:42	0.0	Normal
corridor	2024-11-17 01:37:42	7.0	Emergency
entrance	2024-11-17 01:37:49	0.0	Normal
corridor	2024-11-17 01:37:53	0.0	Normal
entrance	2024-11-17 01:37:53	8.0	Emergency
corridor	2024-11-17 01:38:01	0.0	Normal
entrance	2024-11-17 01:38:07	0.0	Normal
corridor	2024-11-17 01:38:07	0.0	Normal
entrance	2024-11-17 01:38:11	0.0	Normal
corridor	2024-11-17 01:38:11	0.0	Normal
entrance	2024-11-17 01:38:22	0.0	Normal
corridor	2024-11-17 01:38:22	4.0	Normal
entrance	2024-11-17 01:38:26	0.0	Normal
corridor	2024-11-17 01:38:33	0.0	Normal
entrance	2024-11-17 01:38:33	0.0	Normal
corridor	2024-11-17 01:38:43	0.0	Normal
entrance	2024-11-17 01:38:43	0.0	Normal
corridor	2024-11-17 01:38:50	0.0	Normal
entrance	2024-11-17 01:38:51	12.0	Emergency
corridor	2024-11-17 01:39:03	8.0	Emergency
entrance	2024-11-17 01:39:11	0.0	Normal
corridor	2024-11-17 01:39:19	0.0	Normal
entrance	2024-11-17 01:39:19	4.0	Normal
corridor	2024-11-17 01:39:23	0.0	Normal
entrance	2024-11-17 01:39:31	0.0	Normal
corridor	2024-11-17 01:39:31	6.0	Emergency
entrance	2024-11-17 01:39:37	0.0	Normal
corridor	2024-11-17 01:39:45	0.0	Normal
entrance	2024-11-17 01:39:45	4.0	Normal
corridor	2024-11-17 01:39:49	0.0	Normal
entrance	2024-11-17 01:39:56	0.0	Normal
corridor	2024-11-17 01:39:56	0.0	Normal
entrance	2024-11-17 01:40:00	0.0	Normal
corridor	2024-11-17 01:40:00	0.0	Normal
entrance	2024-11-17 01:40:07	0.0	Normal
corridor	2024-11-17 01:40:07	0.0	Normal
entrance	2024-11-17 01:40:11	0.0	Normal
corridor	2024-11-17 01:40:11	12.0	Emergency
entrance	2024-11-17 01:40:23	6.0	Emergency
corridor	2024-11-17 01:40:29	6.0	Emergency
entrance	2024-11-17 01:40:35	9.0	Emergency
corridor	2024-11-17 01:40:44	0.0	Normal
entrance	2024-11-17 01:40:52	0.0	Normal
corridor	2024-11-17 01:40:52	6.0	Emergency
entrance	2024-11-17 01:40:58	0.0	Normal
corridor	2024-11-17 01:41:18	0.0	Normal
entrance	2024-11-17 01:41:18	0.0	Normal
corridor	2024-11-17 01:41:23	0.0	Normal
entrance	2024-11-17 01:41:23	6.0	Emergency
corridor	2024-11-17 01:41:29	4.0	Normal
entrance	2024-11-17 01:41:33	13.0	Emergency
corridor	2024-11-17 01:41:46	0.0	Normal
entrance	2024-11-17 01:41:54	0.0	Normal
corridor	2024-11-17 01:41:54	0.0	Normal
entrance	2024-11-17 01:42:00	0.0	Normal
corridor	2024-11-17 01:42:00	6.0	Emergency
entrance	2024-11-17 01:42:07	0.0	Normal
corridor	2024-11-17 01:42:10	0.0	Normal
entrance	2024-11-17 01:42:11	0.0	Normal
corridor	2024-11-17 01:42:22	0.0	Normal
entrance	2024-11-17 01:42:22	0.0	Normal
corridor	2024-11-17 01:42:26	0.0	Normal
entrance	2024-11-17 01:42:26	0.0	Normal
corridor	2024-11-17 01:42:33	0.0	Normal
entrance	2024-11-17 01:42:33	10.0	Emergency
corridor	2024-11-17 01:42:43	0.0	Normal
entrance	2024-11-17 01:42:52	0.0	Normal
corridor	2024-11-17 01:42:52	0.0	Normal
entrance	2024-11-17 01:43:03	0.0	Normal
